,Price,Close,High,Low,Open,Volume,MACD,MACD_Signal,BB_High,BB_Low,BB_Width,ADX,Stoch_K,Stoch_D,Lag_1,Lag_3,Lag_5
35,2023-08-11,225.12315368652344,227.703352596696,224.0811435827885,227.15753633829826,5613028,0.9956723206815639,-0.2152742597366685,232.20749009518389,206.44548842044114,25.76200167474275,24.98208489787174,70.20351928821722,77.87368683118814,-0.0019798498796483877,-0.022487075194112305,0.0010829361493109868
36,2023-08-14,226.01629638671875,227.0086840766714,219.86349573753915,225.12315352281513,5575439,1.0813359547813661,0.044047783166938415,232.78464133747784,207.23900368205344,25.5456376554244,24.30940476824611,74.59060261206194,72.39709842543833,0.0039673515832092665,-0.013116797670742586,-0.0023805275874152487
37,2023-08-16,222.89028930664065,225.2223913770549,221.79865675103568,225.22239137705486,4690457,0.8867603345994155,0.21259029345343386,232.76571549821716,208.41951399397033,24.346201504246835,23.684773219308028,59.23577350330683,68.00996513452866,-0.013830892418170704,-0.01187862575905907,-0.03218245194648928
38,2023-08-17,227.80259704589844,229.48965308872653,221.79864849872595,222.89028101371528,8664046,1.11607452209455,0.39328713918165714,233.2164883276326,209.59690736328537,23.61958096434722,22.054869316670118,83.36484421034888,72.39707344190587,0.022039128553059895,0.011902122529369175,-0.0053170498515064946
39,2023-08-18,227.70335388183597,231.92100159100588,226.810211012242,227.80259870851728,14518002,1.2751010032314127,0.5696499119916083,232.90811939614196,211.80942668540104,21.09869271074092,20.939223776211183,76.15654840420098,72.9190553726189,-0.00043565422584923574,0.0074643179367501755,0.009458741593941555
40,2023-08-21,228.79498291015625,230.0850899241358,225.96667196191777,228.14992183184933,5679992,1.472244852498278,0.7501689000929423,233.37658900493784,212.7282342982848,20.648354706653038,19.703048206267738,77.57928247629454,79.0335583636148,0.00479408409981863,0.026491479830205833,0.016310313548404398
41,2023-08-22,230.33319091796875,230.928614451589,228.1499258667908,228.79498695650597,4046691,1.7326306170485566,0.9466612434840652,233.97869756486506,213.60314295027166,20.375554614593398,18.745006812625427,88.61175884860218,80.78252990969924,0.006723084519805855,0.011108713881608834,0.019099925979955357
42,2023-08-23,235.4439849853516,236.63484721280952,230.48204641874773,230.73014334707793,13952330,2.324590151720514,1.222247025131355,235.37973702272828,214.2345635143811,21.14517350834717,18.975238965239132,92.89942596925553,86.36348909805075,0.022188699974216908,0.033994365790205094,0.05632230869169996
43,2023-08-24,233.1118621826172,238.86771380965445,232.21871931921245,237.03180566984818,11125155,2.5758467698154845,1.492966974068181,236.20086300216457,214.96621616043308,21.23464684173149,19.556101089393394,69.7127679486968,83.7413175888515,-0.009905212923063234,0.018867893069823616,0.023306429362826897
44,2023-08-25,234.104248046875,236.2875130606376,231.2759522397205,233.01263068262801,5646549,2.8225105507159753,1.75887568939774,236.29719362995363,216.93104123332765,19.366152396625978,19.831496082464643,74.93469215779609,79.1822953585828,0.004257122975064975,0.01637218289677267,0.028110671432449275
45,2023-08-28,233.1118621826172,237.52799951454736,232.26834173220925,234.45159162035873,7228740,2.9044356029825167,1.9879876721146954,235.74840016108328,219.3875297095222,16.360870451561084,20.30368942145814,69.7127679486968,71.45340935172989,-0.004239076704234401,-0.009905212923063234,0.018867893069823616
46,2023-08-29,234.0050201416016,234.8981630048267,232.41719378182967,234.20349465091442,4001719,3.0067719842159306,2.1917445345349424,236.16737666874076,220.344459573935,15.822917094805746,20.74215466480925,74.41255594100008,73.02000534916432,0.00383145649741623,0.00383145649741623,0.015941381305052627
47,2023-08-30,229.09271240234372,235.3447429565283,228.4972737102143,234.20350312968762,7593004,2.6608198480424505,2.2855595972364444,236.21641804159506,220.74630473672525,15.470113304869813,20.005451883519225,48.5640431496969,64.22978901313125,-0.02099231775577004,-0.021407281953840562,-0.02697572666128223
48,2023-08-31,227.8522186279297,231.57367244822927,226.85983094251645,230.23394301586768,10729945,2.2604952254684463,2.280546722882845,235.96941662729216,221.54689501821565,14.422521609076512,18.89619708864468,42.03657766962962,55.0043922534422,-0.005414811153990007,-0.022562745222150737,-0.022562745222150737
49,2023-09-01,233.31036376953125,234.45160361366536,227.6041342635902,228.74537410772433,8157237,2.356497538446007,2.295736885995477,236.28959349638578,222.2127472018564,14.076846294529389,18.497867447555105,70.75728125706239,53.785967358796306,0.023954759687964344,-0.0029685532885148636,-0.0033911570762474863
50,2023-09-04,234.45159912109372,235.5928389433594,232.61567577991693,234.94779298166748,5405373,2.4958970705223464,2.335768922900851,236.8156692587178,222.64386901032518,14.171800248392628,18.363469624069598,74.12796419653218,62.30727437440806,0.004891490172677537,0.02339178170512235,0.005747184746124123
51,2023-09-05,232.86376953125,235.3447388002496,231.22633587076413,234.6996928473636,3940078,2.450005487967559,2.3586162359141927,237.09935261069145,222.9910007828632,14.108351827828244,17.84305270033718,64.82558260199279,69.90360935186244,-0.006772526166578197,0.02199474261650214,-0.004877034730541241
52,2023-09-06,232.21871948242188,234.3523469590741,230.53166343778585,233.06225507605708,7414501,2.33467326995725,2.353827642722804,237.25833996873868,223.0236882295035,14.234651739235176,17.161959534761802,48.46157073431203,62.47170584427899,-0.002770074752833418,-0.0046789361152757,0.013645161591120836
53,2023-09-07,236.68446350097656,237.32950944088563,230.63089254934857,232.2187189066185,10675954,2.573948994991042,2.397851913176452,238.1649734135376,222.88347018997803,15.281503223559582,17.205499821657913,83.07694576573358,65.45469970067947,0.019230766703511648,0.009523775432768833,0.03876304091411753
54,2023-09-08,241.5471649169922,243.8792821153321,236.33712938858733,238.0242006261787,15257354,3.1199907843151777,2.5422796874041973,239.99603905730962,222.65014624542474,17.34589281188488,18.39998750226766,86.2973419374128,72.61195281248614,0.020545080754722056,0.03728959383944397,0.035304051711982254
55,2023-09-11,241.2494659423828,243.5815680486179,238.4211548229133,243.3334711133183,8480086,3.4884977861323136,2.731523307149821,241.32930764402164,222.92950888429868,18.399798759722955,19.509154634262423,84.5481728744005,84.64082019251562,-0.0012324672687078486,0.038888968469419805,0.02899475562023368
56,2023-09-12,231.07748413085935,242.58917247133027,230.03547400773292,242.58917247133027,10382611,2.9260189930625984,2.770422444332376,241.1647950135749,223.6001402891595,17.56465472441539,18.37846876859142,24.781370124787266,65.20896164553352,-0.04216374851562499,-0.023689680713217087,-0.007670945995533862
57,2023-09-13,234.79893493652344,236.83331759926668,227.20715997635293,230.68051691243977,17496792,2.748853404721217,2.766108636410144,240.64984156272453,225.30595830299814,15.343883259726397,17.364373281891986,46.64723858245049,51.99226052721275,0.016104774637223596,-0.02793752509075309,0.011111143235362109
58,2023-09-14,237.7264862060547,239.61201685548068,233.31036379045733,236.188282180136,13912743,2.812259345274242,2.775338778182964,241.02571110094044,225.92247768079784,15.103233420142601,16.378015034848154,63.848447010412535,45.092351905883426,0.012468332832611395,-0.014603057140733733,0.004402581773492065
59,2023-09-15,247.45188903808597,248.29540953154583,238.0738127805218,239.16544535162896,20378402,3.605703435211126,2.9414117095885963,243.71043070403383,225.21261159332946,18.49781911070437,16.839504437674094,96.064857825244,68.85351447270234,0.040910051661646074,0.07086110085028352,0.024445429210990577
60,2023-09-18,244.72280883789065,248.39464023875996,244.12737017066456,247.40225255513934,12409151,3.9685526243460174,3.146839892540081,245.13932152786884,225.3765033622679,19.762818165600947,17.2815589010629,82.94932009678946,80.95420831081533,-0.011028730517289698,0.04226541276283924,0.014397308122279462
61,2023-09-20,243.0853729248047,247.5511177371745,241.84488825470197,243.82966372686633,14347302,4.076988837873955,3.332869681606856,246.06505030001665,225.72599279080367,20.339057509212978,17.18834047101003,75.34564972961515,84.78660921721621,-0.006690982017007796,0.022542236686681427,0.051964772072493615
62,2023-09-21,243.6311798095703,251.07408754306024,241.89450133842263,242.58916969835482,16617293,4.159024724318698,3.4981006901492244,247.01358420540777,225.5961783678344,21.41740583757337,17.623850546047244,68.81497330275445,75.70331437638636,0.002245330018003422,-0.015440210391473697,0.03761620501146923
