,Price,Close,High,Low,Open,Volume,MACD,MACD_Signal,BB_High,BB_Low,BB_Width,ADX,Stoch_K,Stoch_D,Lag_1,Lag_3,Lag_5
35,2023-08-11,2856.801513671875,2928.407495836377,2839.459892398002,2901.2990433126415,816082,6.500679753467921,20.90344064113265,3048.061077482193,2788.768243806869,259.2928336753239,37.38177682257054,23.794727052408568,34.04640197888122,-0.012418095781137284,-0.022400446197666235,0.01816820791152063
36,2023-08-14,2868.664306640625,2882.3376377414097,2812.9709201325777,2867.949677474243,526850,4.1150472687331785,17.54576196665276,3047.6415653632853,2784.7520869804644,262.8894783828209,35.083441529644,27.654575524190196,28.977388517980376,0.004152473635979925,-0.01603108960326871,0.019160042154018342
37,2023-08-16,2841.127685546875,2874.5724274657387,2816.5920813202188,2863.281192275798,753515,0.0024133285569405416,14.037092239033596,3046.4615738240605,2776.405979886877,270.0555939371834,32.94927304335507,18.69486551941041,23.38138936533639,-0.0095991089058437,-0.017836459273318117,-0.027764041571038844
38,2023-08-17,2849.98876953125,2856.039156824097,2821.117705033269,2856.039156824097,565973,-2.5128961737232203,10.727094556482234,3045.6436511351108,2770.4448498414517,275.198801293659,30.967545163229637,21.57803490165602,22.64249198175221,0.003118861580720944,-0.0023847453552586773,-0.02243690985140545
39,2023-08-18,2789.00732421875,2848.7025920083333,2782.289763025831,2848.7025920083333,560922,-9.319559983358431,6.717763648514102,3049.1037455949895,2755.0026753034476,294.1010702915419,29.117331957466412,2.17594153343025,14.149613984832229,-0.021397082670795875,-0.027767969308042928,-0.03585420584852417
40,2023-08-21,2793.247314453125,2805.491387715544,2775.047997897057,2790.8652171356653,328451,-14.20797759348352,2.5326154001145778,3049.6401699551816,2741.504214810443,308.13595514473855,27.529674871566694,5.759978942979248,9.83798512602184,0.0015202506632221446,-0.016852593896896195,-0.02224662753593376
41,2023-08-22,2817.306640625,2825.7393586083035,2782.2898082776696,2801.346587786421,255764,-15.956757649317751,-1.1652592097718881,3044.0857491523147,2733.4873953789356,310.59835377337913,25.637536970717925,25.148999152219364,11.028306542876289,0.008613389171586938,-0.011467458839013345,-0.01790298917051325
42,2023-08-23,2812.542236328125,2834.695740857516,2796.391663422358,2828.9787074305764,325912,-17.52510752131093,-4.437228872079697,3036.6547279382166,2726.281819913346,310.3729080248704,23.915404089383347,22.313602843011584,17.740860312736732,-0.0016911202451920238,0.008438454752343727,-0.010061303954823075
43,2023-08-24,2789.67431640625,2831.313333198116,2782.289814330544,2815.63917854341,273751,-20.37837687323554,-7.625458472310865,3028.000454960673,2717.503939570577,310.49651539009574,22.397591224135052,8.704427024689007,18.722343006639985,-0.008130693870656236,-0.0012791556366624768,-0.021163049402093015
44,2023-08-25,2773.618896484375,2806.1107987841365,2753.704654834008,2793.5333707614463,429528,-23.662386337904536,-10.8328440454296,3013.311830681679,2710.6536478339463,302.65818284773286,21.56324197095071,10.515691074289787,13.844573647330128,-0.005755302627067249,-0.015506918384621815,-0.00551752862057675
45,2023-08-28,2793.485595703125,2812.0182667820923,2774.524193621377,2787.0539327813217,303029,-24.38086348692832,-13.542447933729344,2985.1790163481146,2715.8468625581354,269.3321537899792,20.645541582619582,21.006277425408037,13.408798508128944,0.007162735747124893,-0.006775592692922272,8.530617706759003e-05
46,2023-08-29,2847.2255859375,2851.846947847871,2799.4884946123543,2808.969195541438,590653,-20.378977548100465,-14.909753856603569,2937.9505838029604,2742.536842954852,195.41374084810832,19.449233089638167,51.29330189358905,27.605090131095626,0.019237611361603735,0.020630103375432585,0.010619697863581745
47,2023-08-30,2812.637451171875,2866.139259524904,2803.394728229649,2866.139259524904,415898,-19.770525212109987,-15.881908127704854,2915.68913693191,2750.4818591618396,165.2072777700705,18.632930831473733,33.733164268958696,35.344247862651926,-0.012148013468429197,0.014067741872164419,3.385365827401898e-05
48,2023-08-31,2778.4306640625,2825.1674606536267,2753.752228536136,2825.1674606536267,920121,-21.797258960875297,-17.064978294338943,2914.7900191589533,2743.996479864484,170.79353929446916,17.796233489838958,14.153180959522336,33.05988237402336,-0.012161818827777782,-0.005389299899660194,-0.0040304534036913475
49,2023-09-01,2789.340576171875,2808.159144941823,2770.8555940763745,2794.6288787312997,331811,-22.26644758197108,-18.10527215186537,2915.1221835776637,2741.282210953586,173.83997262407775,17.01930024403524,27.70356446100604,25.196636563162354,0.003926645444310983,-0.020330320875001973,0.005668291237641787
50,2023-09-04,2804.06201171875,2825.119611545893,2784.909857038967,2810.874716710274,643279,-21.20593728328413,-18.725405178149124,2915.128154734229,2741.0999702657705,174.02818446845868,15.901075438272526,41.66317934738042,27.839974922636262,0.005277747605521466,-0.0030488961346767374,0.0037861000722156923
51,2023-09-05,2796.915771484375,2833.6475251529414,2790.1028337409216,2825.1673519532333,306742,-20.70346048923966,-19.121016240367233,2915.1272991134483,2739.3190143631145,175.80828475033377,14.8659639268906,38.43222179609424,35.9329885348269,-0.0025485314534804404,0.0066530749393785005,-0.017669767615747123
52,2023-09-06,2799.44091796875,2815.6391805982494,2779.288466630378,2815.6391805982494,275916,-19.87240903088741,-19.27129479847127,2898.0509767658514,2744.113281046649,153.93769571920257,13.96436355140453,40.67810196022796,40.25783436790087,0.0009028325093376477,0.0036210500371154364,-0.0046918713955211855
53,2023-09-07,2821.2607421875,2828.4547227552075,2792.389908224782,2801.3465012665893,242002,-17.2542213804727,-18.867880114871557,2880.064669853198,2752.685525459302,127.37914439389624,13.127642058233146,60.08478220670266,46.398368654341624,0.007794350678628437,0.006133505748757706,0.015415204949680295
54,2023-09-08,2866.854248046875,2884.2435592315383,2820.546181101694,2829.7412167287835,569352,-11.369216669793332,-17.368147425855913,2873.335199267141,2756.8280575687963,116.50714169834464,13.543566274360506,86.67882861058219,62.480570925837604,0.016160684894379385,0.025005571235126034,0.027789246152716496
55,2023-09-11,2910.303466796875,2914.734074447801,2876.6682084938325,2886.0535316943265,486566,-3.1628597264430027,-14.52708988597333,2887.2562502634505,2748.2572018849874,138.99904837846316,14.458739042550807,97.24857255180311,81.33739445636265,0.01515571249553438,0.03960167479032406,0.03788841139536858
56,2023-09-12,2877.621337890625,2924.548656511092,2868.04525984984,2924.548656511092,429664,0.6955448004860045,-11.482562948681466,2889.111696998615,2747.297458274822,141.8142387237931,15.470036885817137,72.53206541651647,85.48648885963392,-0.011229801042782817,0.019977095651012133,0.028855200871286124
57,2023-09-13,2853.1806640625,2891.7706389032305,2844.319448533751,2877.6211210376377,290774,1.7609014914150976,-8.833870060662152,2890.6816892204697,2746.9327639045305,143.74892531593923,15.729177518534755,58.226222900417554,76.00228695624571,-0.008493359951952772,-0.004769542781496661,0.019196599488423338
58,2023-09-14,2856.991943359375,2886.101217043304,2835.648445956608,2864.995929355419,311245,2.8795490821626117,-6.491186232097199,2891.7011977600346,2746.613572747778,145.08762501225647,15.729023615315144,60.44606204432869,63.73478345375423,0.0013358001983121426,-0.018318200849403388,0.01266497656085841
59,2023-09-15,2920.30859375,2956.6593071993702,2863.23340019356,2872.428435778112,949607,8.774067891462437,-3.438135407385272,2909.117368594202,2742.3275288667355,166.78983972746664,16.92520114843974,82.08504420405083,66.91910971626568,0.022161998229569546,0.014834215779990778,0.018645644695590047
60,2023-09-18,2967.759765625,2980.480258757011,2894.724752590729,2922.1188726160694,897322,17.077569924201725,0.6650056589321274,2936.7914135825,2732.1047289956255,204.68668458687443,18.360963577134083,94.38953660929396,78.97354761922449,0.01624868412076519,0.04015837588053639,0.01974237377085708
61,2023-09-20,2917.449951171875,2985.101514745076,2904.4912487606985,2967.7122043899926,575906,19.375227971549975,4.407050121455697,2947.5892720185243,2731.3212016142884,216.2680704042359,19.756621620158462,70.75782481035945,82.41080187456807,-0.016952118239439096,0.02116142047688485,0.01384081107434576
62,2023-09-21,2859.421875,2918.497887307626,2848.988335480684,2912.8285423292477,585566,16.325566770187834,6.790753451202125,2949.529734263884,2734.0687032361157,215.4610310277685,19.5530723867265,41.33860782375391,68.82865641446911,-0.01988999884936038,-0.020849412586159133,0.0021874573230191707
63,2023-09-22,2880.14599609375,2896.6301550143976,2849.131044454692,2868.0449890109658,323540,15.403390967252562,8.513280954412213,2952.50522454841,2740.14038092034,212.36484362807005,19.364062384253963,49.004438925157345,53.7002905197569,0.007247661240526115,-0.02952185367092841,0.008104346527190165
64,2023-09-25,2834.409912109375,2880.1461806455186,2828.406980338668,2872.999888686746,408884,10.856888798481577,8.982002523226086,2950.4017667279622,2748.3229403032874,202.07882642467484,18.672101943781595,26.782289064723525,39.04177860454492,-0.015879779721724274,-0.02846322660278877,-0.02941424814639937
65,2023-09-26,2891.246826171875,2895.6774340321085,2829.9792380182835,2834.695744075526,372568,11.705088063848962,9.526619631350663,2953.446230664909,2755.054599413216,198.39163125169307,18.336293679958832,54.39808630554044,43.394938098473766,0.020052468000368417,0.011129855111664755,-0.02578137905209177
66,2023-09-27,2864.5673828125,2890.9132859239194,2858.5167626142907,2890.9132859239194,222370,10.107965646920547,9.64288883446464,2954.355707096047,2755.8793026695785,198.47640442646843,18.02447172069484,37.453620926623834,39.54466543229592,-0.009227660232211887,-0.005408966525439651,-0.018126298392242557
67,2023-09-28,2829.931640625,2875.8584308263025,2820.4509397347765,2864.710261797664,331995,5.978503229561738,8.91001171348406,2954.0188628480205,2757.945565862917,196.0732969851033,16.765766038288167,5.758073356033178,32.53659352939915,-0.012091090052660514,-0.0015799660681550254,-0.010313355518762002
68,2023-09-29,2913.066650390625,2925.215346046028,2831.979969083108,2844.271730145758,375842,9.306890966728588,8.989387564132967,2956.9413660512587,2768.486661292491,188.45470475876755,16.611017980088906,56.24985558055593,33.15384995440431,0.029377038148972412,0.007546856263268342,0.011430203309666931
69,2023-10-03,2873.38134765625,2920.356123702403,2850.4178349756453,2913.7816277304105,387906,8.642761585792869,8.920062368464947,2954.9739398000506,2778.858164692137,176.11577510791358,16.467323354618166,32.14711392180831,31.38501428613247,-0.013623204511662435,0.0030768921326949084,0.013749399965184317
70,2023-10-04,2848.083251953125,2877.573570329006,2835.6963458556825,2873.714526134849,307263,6.00585758069883,8.337221410911724,2952.876422133415,2785.3578063822097,167.5186157512053,15.949244477946909,16.782396427476765,35.059788643280335,-0.00880429453743059,0.006414151871214857,-0.014929052002073506
71,2023-10-05,2874.381591796875,2905.06319279625,2852.2280856981542,2877.5736954037156,537209,5.96933759181411,7.863644647092201,2949.9225070757902,2796.0583034710844,153.86420360470584,16.028041307492153,32.75460900074285,27.228039783342638,0.009233697724852385,-0.013279839851437214,0.003426070213345511
72,2023-10-06,2894.724609375,2901.394481746832,2879.955606265944,2896.6302871955236,180660,7.495503246733733,7.790016367020508,2947.3270569430047,2808.1821227444957,139.14493419850896,16.101209792069877,45.1098756476115,31.54896035861037,0.007077354529468671,0.0074279251990547746,0.02289559501009375
73,2023-10-09,2815.734375,2906.111006647598,2786.0533031771183,2878.621743484537,976306,2.3045829607394808,6.692929685764303,2947.983684157342,2806.972858811408,141.01082534593388,15.863988483553337,14.911498872095185,30.925327840149837,-0.027287650824944887,-0.011358121968850887,-0.03341230636709713
74,2023-10-10,2836.410888671875,2861.470598308088,2826.1201820097526,2834.6957321237405,467743,-0.1392319329329439,5.3264973620248535,2948.5954678183125,2803.316739212937,145.27872860537536,15.643711554216548,25.299190129906737,28.440188216537802,0.007343204620242183,-0.013210042547365242,-0.012866534062570878
75,2023-10-11,2954.610595703125,2964.281817486101,2846.653901822862,2858.516699600869,1048795,7.37672142560541,5.736542174740965,2957.280268477811,2799.062651444064,158.21761703374705,15.583058224705171,94.57369556130085,44.928128187767584,0.0416722793948221,0.020687973610399757,0.03740317059796161
76,2023-10-12,2942.604736328125,2984.38681519212,2920.4035434071125,2969.951166264414,927642,12.223491298526824,7.033931999498137,2965.362538713016,2797.478721052609,167.88381766040675,15.824767332735943,78.9334245940067,66.26877009507143,-0.004063432044974058,0.04505764551321545,0.023734894742559742
77,2023-10-13,2952.32373046875,2971.90461696802,2934.7915872410645,2938.555254482005,374642,16.65682345179448,8.958510289957406,2974.6608584923747,2798.0947079138755,176.56615057849922,16.0492115044788,83.83375335936928,85.78029117155893,0.003302854107668063,0.040866026237528,0.019897962281871795
78,2023-10-16,3011.924072265625,3024.596877462632,2953.658060596586,2957.612249387061,966651,24.694853704369052,12.105778972839737,2996.7573783005355,2791.4914009963395,205.26597730419599,17.007527928094103,94.68742545886437,85.81820113741344,0.020187603812476196,0.01939797976960178,0.06967620916501582
79,2023-10-17,3023.31005859375,3037.2215992041806,3017.164294382069,3032.0286738664554,416816,31.61931672952096,16.008486524175982,3016.0139259926336,2782.534999788616,233.47892620401763,18.06036898927871,94.46126727358468,90.99414869727279,0.00378030323970302,0.027426490982384477,0.06589284037383902
80,2023-10-18,3004.44384765625,3033.8390204116017,3000.489659320394,3020.4992759751185,344063,35.179134845614044,19.842616188463595,3023.127999832819,2779.0893341515557,244.0386656812634,18.624058187333247,86.94988497099213,92.03285923448038,-0.006240250113901724,0.017653930241323668,0.016866267258906165
81,2023-10-19,3111.8291015625,3120.547484690424,2990.0562402147384,3000.966199399234,1129769,46.1336093525033,25.100814821271534,3063.595742393622,2758.059506629815,305.53623576380687,20.19286328775285,97.39356209770807,92.93490478076164,0.03574214042642887,0.03316983658944772,0.05750835752597161
82,2023-10-20,3059.803955078125,3111.0190465800165,3052.467141983657,3106.254852021701,458086,50.040281575927565,30.088708172202743,3084.6968040671754,2756.996652964074,327.70015110310123,21.64961088099962,81.84018348615649,88.72787685161889,-0.0167185101708357,0.012070841487343165,0.03640529779988255
83,2023-10-23,3001.2998046875,3080.290059143749,2991.3901402131487,3054.3728867042096,313646,47.86380728590029,33.64372799494225,3093.2272807955383,2760.5815570950867,332.6457237004515,21.60630025606854,64.34984923700968,81.19453160695808,-0.019120228370686942,-0.001046464213735443,-0.0035274021931546162
84,2023-10-25,2992.724365234375,3021.452367064487,2944.272410668327,3001.442748739557,391029,44.92905525288461,35.90079344653073,3097.8172766079824,2771.823006595143,325.9942700128395,20.67091354431253,61.786145613129484,69.32539277876522,-0.002857241865584892,-0.03827483208133786,-0.010116624747910086
85,2023-10-26,2965.18701171875,2982.4334891117887,2939.508049513331,2981.4329617268113,461475,39.92102411747646,36.70483958071988,3100.7456844559247,2776.288617301888,324.45706715403685,19.71592817889952,53.55360973132683,59.896534860488664,-0.009201433261117775,-0.03092255083935902,-0.013066257160413874
86,2023-10-27,2965.42529296875,3004.205791176208,2957.659748683499,2977.8121991487587,314423,35.561420745091255,36.476155813594154,3102.517493236086,2784.602599537351,317.9148936987349,19.173554946828364,53.62484602276902,56.32153378907511,8.035960263486075e-05,-0.011952991721360329,-0.04704750929935009
87,2023-10-30,2963.66259765625,2981.004219298103,2910.9228709212894,2965.472898535117,265215,31.599904850115763,35.50090562089848,3100.536879401706,2799.956309074857,300.58057032684883,17.81029757073679,46.715238156996776,51.297897970364204,-0.0005944156869098771,-0.009710806620124246,-0.03142075728816429
88,2023-10-31,2942.699951171875,2991.5329421634115,2934.8864865118912,2968.14070190457,207132,26.463806297178053,33.693485756154395,3101.1046603879704,2802.3518581667167,298.75280222125366,16.725537090957395,35.0669221029012,45.135668760889,-0.007073223011604957,-0.007583690491697048,-0.01952482501884767
89,2023-11-01,2946.606689453125,2996.344834852661,2930.5038046583923,2949.9416256932986,473455,22.449864259082005,31.44476145673992,3100.4318928858374,2810.3471598485376,290.0847330372999,15.804069714779093,17.022723567727223,32.93496127587507,0.001327603339135619,-0.006346004925581905,-0.015409930936836624
90,2023-11-02,2908.15966796875,3001.3948137391367,2898.0594826884217,2990.961274423461,1268028,15.98220010217301,28.352249185826537,3096.7566404464237,2820.030053889514,276.72658655690975,15.01172003057089,4.5396539091745876,18.87643319326767,-0.013047897305734635,-0.018727816631823546,-0.019232292440450327
91,2023-11-03,2943.700439453125,2963.519535333055,2927.1688239184555,2939.5080412941743,411691,13.567969783095123,25.395393305280255,3095.005567004463,2828.7130120970996,266.2925549073634,14.27596675237756,20.51389574000156,14.025424405634455,0.012221052329358217,0.00033998990649775074,-0.0073260498476006575
92,2023-11-06,3017.54541015625,3025.5017079976583,2949.7033272084955,2963.3289699622765,850503,17.412624947792665,23.79883963378274,3099.5140454444413,2836.486613735246,263.0274317091953,14.072256872701447,53.70443637079945,26.25266200665853,0.025085762706494652,0.024074716505951832,0.018181156162179857
93,2023-11-07,2982.6240234375,3031.171119790252,2974.0961616456857,3025.215876552017,355269,17.440633045728646,22.527198316171923,3087.803872698801,2864.885751324636,222.9181213741649,13.977695846900383,38.00858472733163,37.408972279377544,-0.011572779187088322,0.025605318816886324,0.013567157008218311
94,2023-11-08,2984.386962890625,3017.069152714529,2979.3845584122687,3011.256974706171,459324,17.404456405948622,21.502649934127263,3074.8522743766525,2892.63495706866,182.21731730799274,13.88988918008511,38.8009597935202,43.50466029721709,0.0005910699569477984,0.01382155700770249,0.012821620738433737
95,2023-11-09,3024.215576171875,3045.2734108936306,2987.1502325255105,2996.6786224219236,604807,20.354982817092605,21.27311651072033,3078.9309445932836,2895.5167848989036,183.41415969438003,14.303291355630405,59.23945897432058,45.34966783172414,0.013345659854602898,0.0022104608577471208,0.039906993237474486
96,2023-11-10,2958.755126953125,3029.122368516412,2949.179050061483,3024.167653061169,820659,17.21276701558645,20.461046611693558,3078.4277372185693,2897.6350313361186,180.79270588245072,13.804524937857037,33.307058258459946,43.78249234210025,-0.021645430879504768,-0.00800265011507073,0.005114204997977545
97,2023-11-13,2971.71435546875,2989.008290476076,2955.8019905027,2955.8019905027,386501,15.588544750518395,19.486546239458526,3078.2532680981353,2899.748562956552,178.50470514158314,13.341384692781768,50.03254357675795,47.526353603179494,0.004379959800515865,-0.004246301695943755,-0.015188190551580383
98,2023-11-15,3027.9794921875,3031.552638417424,2982.4814301931383,2996.6309496876115,570652,18.626745679946453,19.31458612755611,3080.14845028456,2899.458922762315,180.68952752224504,13.694454761105773,88.25252547977406,57.197375771663985,0.018933561570346535,0.001244592497069652,0.015206565894191115
99,2023-11-16,3125.359375,3143.415626175793,3028.217492732182,3035.74482721918,963718,28.56302770736147,21.164274443517186,3102.1841521902766,2887.6281524972233,214.5559996930533,15.486883240419521,92.64079924017783,76.97528943223661,0.032160020589224736,0.05630890049979942,0.047236639840039896
100,2023-11-17,3177.479736328125,3209.9239495891943,3125.359491504144,3134.5542944593312,947293,40.18010908598626,24.967441372011002,3137.1902192671578,2869.9256742875295,267.2645449796282,17.756496018806796,89.59669449248534,90.16333973747908,0.016676597816251082,0.0692413052690315,0.05067897982003511
101,2023-11-20,3188.53271484375,3209.1615850700205,3159.2329171178285,3198.6803566152194,677714,49.705637123636734,29.91508052233615,3156.7161135501424,2858.07014133267,298.64597221747226,19.86399359873784,93.14085539849256,91.79278304371859,0.0034785362717679735,0.053023219962517576,0.07766022466592082
102,2023-11-21,3217.260498046875,3234.88801743496,3173.0011783248315,3196.726773531635,742294,58.89388667220328,35.71084175230958,3189.3605042732,2841.171404906487,348.189099366713,22.04120401090585,94.76661934198961,92.50138974432251,0.009009718818121959,0.02940497780255269,0.08262777414197098
103,2023-11-22,3252.611083984375,3266.045973401845,3209.923853139306,3227.265475243858,775145,68.24149204376135,42.21697181059993,3230.0810428044983,2825.581994304877,404.4990484996215,24.31420705761451,96.3490808069004,94.75218518246088,0.010987790997639246,0.023644949422422235,0.07418530818205604
104,2023-11-23,3399.729248046875,3407.351959365365,3258.661400183718,3258.661400183718,1726414,86.52335558436971,51.07824856535389,3306.374369309794,2789.989156080831,516.385213228963,27.272084767411396,98.41254080874883,96.50941365254629,0.045230788515386644,0.06623627608395877,0.08778826372467163
105,2023-11-24,3381.244384765625,3410.9729134252902,3366.141794385385,3399.7293673107506,514405,98.38615581073645,60.53983001443041,3361.800104026017,2776.169158669296,585.630945356721,30.035932596619894,93.56238117953406,96.10800093172776,-0.005437157471251397,0.050970037029423265,0.06412775701064555
