Price,Close,High,Low,Open,Volume
Ticker,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS
Date,,,,,
2023-06-26,1005.156005859375,1008.2051877791124,973.1392955267125,973.1392955267125,2313439
2023-06-27,992.7133178710938,1009.2872045889168,988.5329546301206,1007.2216373544711,1651238
2023-06-28,993.3526611328125,1001.8117248296618,987.5984782386597,990.5001540534801,1653212
2023-06-30,998.3199462890625,1004.7134430847996,988.5329661101089,993.3527030932385,1963457
2023-07-03,985.3853149414062,1013.0249274120981,982.6312054516617,1003.7789240875082,1454455
2023-07-04,995.2706909179688,999.3527166782783,980.1722265451815,991.4346289124021,1112255
2023-07-05,994.2378540039062,1002.1067726110366,988.926369965144,1000.3362779314492,748219
2023-07-06,1004.5166625976562,1006.7789647389618,994.8280803677866,995.4182252620104,1236819
2023-07-07,1003.926513671875,1011.8937698873302,981.6967821957046,992.910015421613,1914093
2023-07-10,1000.041259765625,1009.1888661358623,996.4018727052909,1007.2216363773128,1142988
2023-07-11,1010.9594116210938,1016.565968353172,1001.31993786505,1002.2543839987588,814514
2023-07-12,1005.4511108398438,1015.9758017330977,1003.2379774291865,1008.2052204105333,1163653
2023-07-13,1003.9757080078125,1019.0250034846905,1001.3691045929721,1011.0085182945937,1419223
2023-07-14,1014.0086059570312,1017.8447280112039,1002.6478060408615,1009.3364352671202,787233
2023-07-17,1015.7298583984375,1021.9757884330564,1008.5986510200547,1019.2216189347176,1047614
2023-07-18,1013.9102172851562,1018.238026491662,1002.7953216507581,1015.7298807110966,780402
2023-07-19,1018.8283081054688,1024.9266721381066,1005.9429175690533,1013.1232939560938,1069988
2023-07-20,1039.23828125,1040.5661372367706,1010.1724154265534,1021.9265644426414,1280545
2023-07-21,1040.1307373046875,1053.0710657677332,1036.2636240113513,1040.0812303140472,879139
2023-07-24,1040.1307373046875,1044.146734701905,1029.2728495921913,1040.1307373046875,936947
2023-07-25,1045.8819580078125,1052.823103972311,1040.5769635151703,1049.1046329199012,599999
2023-07-26,1059.516357421875,1072.9524813126222,1033.3879248987419,1051.0878229922203,1854416
2023-07-27,1161.6007080078125,1209.1476296423496,1099.2296515038354,1105.6253731822312,14590950
2023-07-28,1167.8974609375,1180.3914997256054,1145.9831742426693,1161.6007529887963,4454009
2023-07-31,1165.1209716796875,1174.788996763838,1155.6017096517821,1171.8638478482783,2221571
2023-08-01,1168.4427490234375,1177.3175726324953,1158.2789280656318,1165.120939065536,1362536
2023-08-02,1158.477294921875,1175.0368373770234,1143.8513089714015,1175.0368373770234,1861901
