Price,Close,High,Low,Open,Volume
Ticker,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS,ICICIBANK.NS
Date,,,,,
2023-06-26,912.0267333984375,916.3043698982901,907.8474099136931,911.6825178052475,11749040
2023-06-27,920.5328369140625,924.3188482648482,906.8640268981483,914.5343025932868,13422726
2023-06-28,921.8604125976562,928.3014754497652,918.7627724374053,928.3014754497652,25708001
2023-06-30,919.0578002929688,926.5314501127746,915.173535869559,924.8597087043867,13843218
2023-07-03,926.8756103515625,930.0224071325689,920.9262323866252,921.4179175080276,12350359
2023-07-04,928.9899291992188,935.4801491347224,926.334817400091,931.4975114461106,14041699
2023-07-05,942.0687255859375,948.7064749572371,925.3514308730346,926.383957660094,13817767
2023-07-06,943.4454345703125,947.8706006611297,938.1352112532692,938.8235824269831,16334427
2023-07-07,930.66162109375,939.167737675476,928.1048224522998,937.1518406832841,8593807
2023-07-10,932.6283569335938,937.0535230008279,925.6955487454687,930.2682443563398,12069184
2023-07-11,929.2357788085938,936.8568986485169,926.2365113917529,932.628418354269,16977595
2023-07-12,928.6948852539062,935.3326344210064,925.5972449678635,932.6283662418175,21511161
2023-07-13,939.8069458007812,943.2978981317699,926.5314476253537,931.9399839190464,23222286
2023-07-14,944.0845947265625,948.9522894589064,935.5292615636789,943.7895956561507,12871569
2023-07-17,952.5907592773438,957.6059234710918,937.0043050302114,946.88722391461,16290763
2023-07-18,959.228515625,971.52064366361,955.0000355837494,961.7360977408451,29709508
2023-07-19,957.2617797851562,963.7028429046201,951.4598713147086,963.7028429046201,15994261
2023-07-20,979.0433959960938,981.5510381474247,955.9341951422391,959.8185196302162,26487838
2023-07-21,980.420166015625,984.7961757516222,972.3565177414548,978.7484245409548,16903003
2023-07-24,975.5032958984375,991.9255912104367,973.6348684002465,988.2379527430786,21687719
2023-07-25,978.1583862304688,982.3868662433006,971.815636201143,982.3868662433006,29325327
2023-07-26,979.8793334960938,981.1577028638716,973.5365831473143,976.5850070258736,12780537
2023-07-27,973.7824096679688,989.7621765521944,970.7831423491149,985.8778519824588,25932395
2023-07-28,979.6334838867188,982.0919095840754,960.8019190369032,971.5698355953572,12584130
2023-07-31,981.698486328125,982.7802295907095,972.1597831152169,979.4367468084017,14303116
2023-08-01,978.0108642578125,987.0087259993182,973.9790702650973,984.9928290029607,15508569
2023-08-02,970.5372924804688,977.5683538445396,961.2444314967499,968.8655510303558,15787996
2023-08-03,948.9523315429688,966.6529967945474,944.0846365947527,960.3102464086999,30994707
2023-08-04,954.36083984375,959.7693762879959,945.264664914791,952.5416288660213,20582882
2023-08-07,959.4251708984375,965.177862627893,952.0990508184232,954.803318900162,16686062
2023-08-08,963.6045532226562,970.1930860267539,956.1309031458293,959.5235425871406,23784778
2023-08-09,964.397705078125,966.9754890370746,955.3753401933985,966.6285006052088,19317331
2023-08-10,955.87109375,965.3396300531545,951.2608192002147,963.2575178731391,24858441
2023-08-11,944.7171020507812,955.2762251646127,941.8914519007598,955.1771029016724,17162177
2023-08-14,951.3599243164062,954.6813673124418,937.9255899667629,940.8999840152833,19026691
2023-08-16,948.3359375,951.6077587413837,938.5204132616489,946.3034470708221,17930805
2023-08-17,943.5274047851562,949.6248763740379,938.371776248739,948.7821555857689,27077611
2023-08-18,942.535888671875,946.8487356705585,937.9255538684276,939.8093608990017,13257508
2023-08-21,947.0470581054688,951.1120390176808,940.305110500585,942.5854671224162,13358017
2023-08-22,943.8743896484375,948.7821519915719,941.1974228690731,948.2368585121575,16872719
2023-08-23,958.5975952148438,959.7873649256942,941.7426957680331,945.8572983680821,14707331
2023-08-24,960.6796875,974.0148991839245,958.4984531608488,964.199374914844,28389740
2023-08-25,962.1173706054688,964.2985445375518,952.0044185466534,954.7309464759603,10275758
2023-08-28,962.2660522460938,966.678082262852,956.8129963974314,961.6711976319208,10481574
2023-08-29,959.4899291992188,968.9088435132385,957.4078776091684,964.9925459850954,13209913
2023-08-30,950.7155151367188,967.5704148612235,947.2453887228502,962.1669201996448,13936165
2023-08-31,950.5667724609375,957.9531965114535,945.90687631057,951.8061033246414,36675400
2023-09-01,960.4318237304688,964.7446707755167,944.6675115048865,948.7325529002997,16268147
2023-09-04,959.0933227539062,960.7788247929963,952.351375111747,960.4318363647428,9512956
2023-09-05,960.1343994140625,961.7207186618452,954.0368675591346,955.8710529715208,16623486
2023-09-06,949.3274536132812,961.2250300554321,942.6846279969064,954.3343382631791,30802100
2023-09-07,957.4078979492188,961.2250127834724,946.5513475379936,949.2283142922166,13462347
2023-09-08,962.2660522460938,966.678082262852,953.0454426411964,959.2420970146761,13086915
2023-09-11,969.9003295898438,973.6183221643,961.0762696741199,966.6285082271626,7894110
2023-09-12,982.0457763671875,986.6561113856977,974.2628027490598,981.6491662851341,20959591
2023-09-13,981.3517456054688,986.3586302256298,972.1806971524461,981.3517456054688,21997553
2023-09-14,979.2696533203125,984.4252816369126,973.8661588395893,983.8303665344971,11464188
2023-09-15,983.9791259765625,988.9860104680719,980.1619506802703,981.8970138565301,13307980
2023-09-18,981.7483520507812,987.7467013463299,978.8730802326492,981.6491692728648,16713222
2023-09-20,978.724365234375,987.4988032868156,972.2798449318004,973.1721268190212,25741856
2023-09-21,951.112060546875,974.1140533496773,949.277875084671,971.5858305048926,19742813
2023-09-22,942.1888427734375,952.6984043494398,939.3136316031179,948.3359356931069,12701888
2023-09-25,948.1871948242188,952.9958346903222,933.4639689618338,942.1888457882175,8997098
2023-09-26,940.6025390625,950.7650518709078,939.0161592912037,950.7650518709078,10521409
2023-09-27,935.05029296875,938.4212970051937,926.42459887198,938.2229919711322,15152973
2023-09-28,934.5545654296875,939.1649003098897,926.7715920450456,937.4298371528116,25991282
2023-09-29,943.7752685546875,947.8402496035825,935.6452459426949,938.6196400314091,10447334
2023-10-03,932.2742309570312,943.477769791739,930.9853389697112,943.477769791739,11131636
2023-10-04,922.1116943359375,927.5151888322955,917.1048099090041,927.019456502615,17334739
2023-10-05,932.8195190429688,935.8930958564276,926.573303668032,927.2177799150707,10478856
2023-10-06,937.1324462890625,938.4708994280189,929.9938883481551,937.9256059460072,6355755
2023-10-09,930.5887451171875,934.0093104420224,928.3083884053651,932.2246860812138,6725306
2023-10-10,943.0812377929688,949.3274533203298,932.3238094546551,932.373431101178,11452715
2023-10-11,944.9649658203125,953.8385868421883,942.6350480193192,946.749650662318,12233117
2023-10-12,946.1051635742188,951.905207701689,940.3051194467484,944.7170888272714,7836818
2023-10-13,943.1803588867188,949.2283298772928,936.4879721483823,941.8419057447327,6650442
2023-10-16,943.279541015625,946.7000458237227,938.074351333838,940.4042691761947,5763024
2023-10-17,945.7581787109375,952.7479925744061,943.3786392826837,947.2453757250458,7747527
2023-10-18,935.6947631835938,942.5358934724173,931.0844283566648,941.0982576274674,12000153
2023-10-19,927.7630615234375,936.9341096870407,926.0279983573504,928.0109276900214,8612676
2023-10-20,924.7886962890625,931.9768153435741,922.0621683718339,924.0450977661819,6586576
2023-10-23,922.0125732421875,936.7357992466469,917.5014211392273,933.9597102997637,11856890
