Price,Close,High,Low,Open,Volume
Ticker,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS,MARUTI.NS
Date,,,,,
2023-06-26,9294.1259765625,9342.999880896954,9127.09021978379,9153.88245423167,405168
2023-06-27,9285.0966796875,9323.371573515617,9220.372661135461,9313.557498175074,339375
2023-06-28,9363.265625,9396.976588458965,9257.17490173594,9299.277665844436,482586
2023-06-30,9607.046875,9670.298779916613,9363.608936843195,9391.088346782572,845006
2023-07-03,9493.1552734375,9603.906732586021,9477.010927486923,9560.921273385704,398066
2023-07-04,9468.03125,9535.846125970222,9441.189179403065,9519.65290196173,247673
2023-07-05,9806.517578125,9850.337804608676,9495.117182517984,9516.708146653942,815044
2023-07-06,9676.08984375,9830.072111104115,9632.711438977867,9814.026481252917,652120
2023-07-07,9667.1083984375,9760.096751093723,9632.513787027137,9670.788676247113,457050
2023-07-10,9555.27734375,9748.66349373424,9539.035241827685,9670.789194472081,272008
2023-07-11,9716.0810546875,9771.726088689622,9555.276873840477,9613.867088508954,568772
2023-07-12,9652.927734375,9765.004662992204,9622.70057493855,9711.027250282197,552967
2023-07-13,9468.177734375,9714.903963222481,9433.288889433248,9669.759218225194,519564
2023-07-14,9425.0947265625,9546.445191544095,9412.679538054073,9521.566894238107,498441
2023-07-17,9509.396484375,9518.670976574615,9377.34830200747,9467.637788536478,444583
2023-07-18,9485.94140625,9584.719492129903,9423.180207454625,9529.662916944759,320985
2023-07-19,9428.921875,9486.285337733356,9348.545172042204,9471.564224546308,450254
2023-07-20,9590.8046875,9603.072281114097,9397.418533448546,9441.140045408034,466813
2023-07-21,9588.400390625,9661.957076248751,9522.597207805144,9539.281135717407,328483
2023-07-24,9514.5498046875,9632.51518487833,9500.025164505576,9588.400723450832,358506
2023-07-25,9577.1630859375,9593.209674007743,9437.99969063418,9445.066016492265,240998
2023-07-26,9574.9541015625,9627.606994123018,9544.432713516298,9580.008733244837,209861
2023-07-27,9572.2548828125,9644.438164180567,9511.457460792415,9588.350347618058,256672
2023-07-28,9490.5048828125,9568.723253292363,9368.909066975666,9557.927770647622,381151
2023-07-31,9638.1572265625,9654.792274541811,9427.399976413144,9490.504283845405,600060
2023-08-01,9536.091796875,9708.083469749403,9470.631721708973,9578.53767334757,1394528
2023-08-02,9474.3115234375,9611.365464053562,9343.342500997209,9534.37385406552,672815
2023-08-03,9454.400390625,9569.562646659613,9426.56274010924,9509.033775075963,614897
2023-08-04,9381.7861328125,9526.02337092648,9338.791838365632,9470.547361278821,540470
2023-08-07,9434.685546875,9450.535834769093,9333.838283633795,9401.202007183689,366329
2023-08-08,9453.2607421875,9532.958169878722,9416.06228875582,9450.6854572005,430636
2023-08-09,9374.5537109375,9450.78388591204,9329.380775543244,9450.734547245293,404602
2023-08-10,9309.666015625,9411.108243024992,9254.635991962583,9374.553130353224,523490
2023-08-11,9269.2978515625,9380.39885438621,9256.568475592434,9309.66655504927,498504
2023-08-14,9234.427734375,9276.381078575267,9171.274242944075,9272.418506563914,336864
2023-08-16,9331.4111328125,9349.441029004982,9167.55936009026,9246.661817142061,336363
2023-08-17,9287.5751953125,9386.094835899517,9262.51212070614,9326.805238866848,402798
2023-08-18,9367.5693359375,9381.388998961582,9249.287144853191,9262.511841635775,400745
