Price,Close,High,Low,Open,Volume
Ticker,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS,ADANIPOWER.NS
Date,,,,,
2023-06-26,250.60000610351562,254.39999389648438,231.0,234.0500030517578,8107191
2023-06-27,253.10000610351562,257.95001220703125,252.0500030517578,255.0,2774315
2023-06-28,254.64999389648438,258.8500061035156,253.0,254.0,4523418
2023-06-30,249.85000610351562,256.6000061035156,249.0,256.0,2722288
2023-07-03,248.4499969482422,252.25,248.0,252.25,2501293
2023-07-04,247.10000610351562,251.6999969482422,246.1999969482422,249.0,2360805
2023-07-05,245.64999389648438,249.39999389648438,245.0500030517578,247.10000610351562,2211677
2023-07-06,246.4499969482422,248.39999389648438,245.4499969482422,245.64999389648438,2188169
2023-07-07,243.75,247.6999969482422,242.8000030517578,245.0500030517578,1903403
2023-07-10,242.0500030517578,249.35000610351562,237.3000030517578,244.6999969482422,4409516
2023-07-11,244.1999969482422,245.75,241.35000610351562,242.0500030517578,2080819
2023-07-12,240.85000610351562,245.5,239.0,245.4499969482422,2057207
2023-07-13,237.1999969482422,242.9499969482422,235.85000610351562,242.25,2138783
2023-07-14,241.89999389648438,242.6999969482422,236.0,237.64999389648438,2505497
2023-07-17,245.6999969482422,249.5500030517578,243.35000610351562,245.35000610351562,3871997
2023-07-18,246.5500030517578,254.4499969482422,242.8000030517578,246.9499969482422,5590646
2023-07-19,245.6999969482422,248.75,245.0,248.0,1554790
2023-07-20,244.14999389648438,246.9499969482422,243.5,245.6999969482422,1364692
2023-07-21,241.75,244.89999389648438,240.9499969482422,243.14999389648438,2001794
2023-07-24,238.0,242.85000610351562,237.14999389648438,242.85000610351562,2445770
2023-07-25,260.1499938964844,262.8999938964844,238.0,238.0,16455999
2023-07-26,255.5,265.45001220703125,252.89999389648438,262.0,14364433
2023-07-27,253.0,257.70001220703125,250.10000610351562,256.3999938964844,3251677
2023-07-28,258.54998779296875,260.5,251.25,254.0,6180690
2023-07-31,273.29998779296875,275.5,259.5,260.0,15925979
2023-08-01,273.20001220703125,279.8999938964844,270.3500061035156,275.8500061035156,7924194
2023-08-02,267.70001220703125,276.45001220703125,260.6000061035156,273.3999938964844,6899383
2023-08-03,274.8500061035156,280.45001220703125,264.1000061035156,268.54998779296875,17323631
2023-08-04,278.5,284.5,275.20001220703125,284.0,10293961
2023-08-07,273.29998779296875,280.8500061035156,272.1000061035156,279.8999938964844,5331796
2023-08-08,280.25,282.0,264.75,273.0,11629958
2023-08-09,277.1499938964844,284.0,276.1000061035156,280.70001220703125,7433237
2023-08-10,281.8999938964844,291.0,276.45001220703125,278.1000061035156,13815594
2023-08-11,288.1000061035156,289.3999938964844,280.75,283.75,10008733
2023-08-14,286.1000061035156,288.95001220703125,276.04998779296875,283.29998779296875,10660571
2023-08-16,279.8999938964844,291.70001220703125,274.3999938964844,286.0,33737517
2023-08-17,286.54998779296875,288.5,282.0,284.6000061035156,18159548
2023-08-18,304.6000061035156,321.6499938964844,286.25,286.95001220703125,58120641
2023-08-21,324.8500061035156,328.0,305.54998779296875,306.70001220703125,35884689
2023-08-22,347.3999938964844,349.8999938964844,331.0,333.5,36573300
2023-08-23,322.8500061035156,359.25,312.29998779296875,353.0,49358727
2023-08-24,328.79998779296875,339.8500061035156,322.8500061035156,330.0,23268024
2023-08-25,325.04998779296875,334.70001220703125,319.0,329.8999938964844,16028515
2023-08-28,321.79998779296875,336.0,317.20001220703125,332.0,14579011
2023-08-29,332.70001220703125,338.8500061035156,315.8999938964844,322.8500061035156,25217118
2023-08-30,328.3999938964844,336.29998779296875,326.3500061035156,334.3500061035156,9128939
2023-08-31,321.29998779296875,324.29998779296875,309.0,314.0,21870905
2023-09-01,330.25,335.95001220703125,312.25,315.0,24863644
2023-09-04,341.75,345.20001220703125,332.0,332.0,15935199
2023-09-05,342.45001220703125,352.0,336.0,347.1499938964844,16443461
2023-09-06,347.54998779296875,350.5,339.1499938964844,343.6000061035156,9482430
2023-09-07,358.79998779296875,362.20001220703125,345.1000061035156,349.3500061035156,24935097
2023-09-08,369.1499938964844,372.3999938964844,357.0,360.0,26073229
2023-09-11,398.3999938964844,403.20001220703125,372.95001220703125,373.0,44839639
2023-09-12,386.29998779296875,409.70001220703125,373.3999938964844,406.0,33894520
2023-09-13,377.1000061035156,392.0,366.79998779296875,385.75,14536761
2023-09-14,377.1499938964844,383.79998779296875,375.1000061035156,380.0,6898172
2023-09-15,379.3999938964844,384.0,377.20001220703125,378.5,18213490
2023-09-18,375.0,382.8500061035156,372.45001220703125,381.0,20351913
2023-09-20,368.3999938964844,373.79998779296875,366.04998779296875,371.1499938964844,17656850
2023-09-21,382.45001220703125,385.0,364.3999938964844,367.0,24721306
2023-09-22,383.8999938964844,389.25,380.0,385.29998779296875,12000168
2023-09-25,381.1499938964844,385.54998779296875,378.20001220703125,383.8999938964844,17125016
2023-09-26,377.5,382.79998779296875,375.1000061035156,380.04998779296875,17002538
2023-09-27,375.3500061035156,379.0,373.25,379.0,16473986
2023-09-28,375.3999938964844,379.8500061035156,372.45001220703125,376.79998779296875,19409168
2023-09-29,377.45001220703125,379.0,373.1000061035156,375.3999938964844,17989437
2023-10-03,366.70001220703125,376.8999938964844,363.20001220703125,376.8999938964844,3312991
2023-10-04,372.04998779296875,377.5,363.20001220703125,367.29998779296875,7760046
2023-10-05,365.8500061035156,376.0,364.1000061035156,373.3999938964844,2382554
2023-10-06,364.29998779296875,371.0,363.0,366.3999938964844,2349309
2023-10-09,342.0,355.0,339.0,352.29998779296875,7353001
2023-10-10,349.6499938964844,352.79998779296875,343.29998779296875,343.3999938964844,3720710
2023-10-11,349.79998779296875,358.70001220703125,348.1499938964844,353.0,3488974
2023-10-12,347.25,353.8500061035156,346.1000061035156,352.0,2062648
2023-10-13,341.8999938964844,345.0,341.25,345.0,2285167
2023-10-16,329.6499938964844,343.6499938964844,327.0,341.1000061035156,5569553
2023-10-17,335.5,344.3999938964844,331.8999938964844,331.95001220703125,4646955
2023-10-18,333.95001220703125,339.70001220703125,332.0,337.0,2269766
2023-10-19,344.45001220703125,346.70001220703125,331.0,333.8999938964844,5032636
2023-10-20,338.29998779296875,346.29998779296875,335.0,343.0,3464389
2023-10-23,316.45001220703125,342.1000061035156,314.1499938964844,340.6000061035156,6075498
2023-10-25,312.70001220703125,329.79998779296875,310.25,326.95001220703125,5402798
2023-10-26,327.3500061035156,336.29998779296875,289.3500061035156,310.0,12759045
2023-10-27,354.1499938964844,364.8500061035156,331.54998779296875,332.0,14877588
2023-10-30,357.95001220703125,359.70001220703125,345.04998779296875,354.3999938964844,9014732
2023-10-31,363.04998779296875,367.8999938964844,359.3500061035156,361.0,7080271
2023-11-01,365.20001220703125,372.70001220703125,357.6000061035156,364.5,5572625
2023-11-02,372.95001220703125,393.3999938964844,365.54998779296875,368.0,21100773
2023-11-03,384.6499938964844,393.0,376.25,376.79998779296875,12233091
2023-11-06,394.0,397.6000061035156,381.54998779296875,388.95001220703125,17431088
2023-11-07,383.79998779296875,402.6000061035156,380.0,393.8999938964844,18526329
2023-11-08,393.3999938964844,395.0,381.20001220703125,384.0,20042521
2023-11-09,401.1000061035156,409.6499938964844,390.54998779296875,395.1000061035156,28389177
2023-11-10,399.3999938964844,406.79998779296875,395.29998779296875,399.95001220703125,16574959
2023-11-13,390.6000061035156,399.79998779296875,388.1000061035156,397.95001220703125,11454280
2023-11-15,391.0,398.0,388.04998779296875,397.95001220703125,12279448
2023-11-16,389.54998779296875,395.20001220703125,386.29998779296875,390.20001220703125,13220902
2023-11-17,387.29998779296875,391.95001220703125,385.79998779296875,389.5,12790695
2023-11-20,389.95001220703125,393.3999938964844,384.0,387.29998779296875,13657211
2023-11-21,392.5,396.6499938964844,390.20001220703125,390.45001220703125,14188472
2023-11-22,387.20001220703125,395.5,385.1499938964844,392.5,10626256
2023-11-23,381.70001220703125,390.5,380.04998779296875,388.29998779296875,2759240
2023-11-24,397.20001220703125,400.79998779296875,380.29998779296875,382.70001220703125,9134805
2023-11-28,446.20001220703125,464.3999938964844,407.0,407.0,67482614
2023-11-29,433.1000061035156,470.79998779296875,426.79998779296875,456.70001220703125,44215572
2023-11-30,431.5,436.6000061035156,417.1000061035156,433.0,11540019
2023-12-01,440.3999938964844,454.79998779296875,435.3500061035156,437.0,13761200
2023-12-04,464.70001220703125,494.0,458.5,494.0,15084875
2023-12-05,538.1500244140625,545.7999877929688,456.0,463.0,59296372
2023-12-06,560.4500122070312,589.4500122070312,539.0,545.0,46431996
2023-12-07,562.4000244140625,574.7000122070312,552.3499755859375,567.9500122070312,16013868
2023-12-08,533.7999877929688,570.0,517.5,566.0,16500676
2023-12-11,526.1500244140625,539.7000122070312,515.0999755859375,535.0,9890200
2023-12-12,516.9500122070312,529.0,512.0999755859375,527.6500244140625,5130118
2023-12-13,505.70001220703125,520.0,498.0,519.4500122070312,9267133
2023-12-14,528.9500122070312,530.9500122070312,505.70001220703125,508.8999938964844,3588818
2023-12-15,538.8499755859375,546.5,519.5999755859375,537.0,10493441
2023-12-18,539.3499755859375,545.4000244140625,532.0499877929688,543.1500244140625,2048735
2023-12-19,535.4500122070312,547.5,528.0999755859375,547.5,1607643
2023-12-20,508.79998779296875,540.0,508.70001220703125,535.4500122070312,2849065
2023-12-21,511.6499938964844,518.7000122070312,485.0,490.0,2299409
2023-12-22,512.5499877929688,518.0,505.0,518.0,942799
2023-12-26,511.70001220703125,519.7999877929688,510.1000061035156,515.5,831910
2023-12-27,522.4500122070312,533.0,512.0,517.4000244140625,1707299
2023-12-28,523.4000244140625,527.0,513.0,527.0,1388906
2023-12-29,525.1500244140625,527.0,518.0,520.5,1270593
2024-01-01,523.25,533.9500122070312,519.0999755859375,525.1500244140625,1123066
2024-01-02,518.5999755859375,525.0,515.0,525.0,1011777
2024-01-03,544.5,544.5,525.0,538.0,4044997
2024-01-04,558.5499877929688,561.4500122070312,537.2999877929688,548.0,3611727
2024-01-05,551.0999755859375,565.0,546.0999755859375,564.7000122070312,1411436
2024-01-08,541.7000122070312,553.9500122070312,540.0,553.9500122070312,975444
2024-01-09,539.75,553.5,535.0,545.0,1213712
2024-01-10,542.2999877929688,549.5999755859375,535.0,544.5,1024874
2024-01-11,540.1500244140625,547.7000122070312,539.0999755859375,547.7000122070312,781046
2024-01-12,541.1500244140625,546.7999877929688,540.0,546.0,711519
2024-01-15,541.1500244140625,547.0,540.0,546.7999877929688,1077632
2024-01-16,532.2999877929688,540.0,529.0,540.0,1055123
2024-01-17,521.4500122070312,529.9000244140625,506.1000061035156,529.4500122070312,1806770
2024-01-18,523.5499877929688,530.25,509.0,521.4500122070312,1384253
2024-01-19,516.75,549.0,514.4000244140625,529.0,6070841
2024-01-23,517.5499877929688,555.0,515.0,543.9500122070312,1439117
2024-01-24,519.9500122070312,526.0499877929688,512.0,522.7999877929688,42152346
2024-01-25,543.2999877929688,545.0,521.0,522.4000244140625,2175726
2024-01-29,570.4500122070312,570.4500122070312,552.5,570.0,5730005
2024-01-30,558.2999877929688,579.7999877929688,547.0,575.0,2962115
2024-01-31,562.7000122070312,570.2999877929688,558.0,558.5,1915616
2024-02-01,564.3499755859375,569.0,556.7999877929688,568.0,1377239
2024-02-02,559.4000244140625,568.0,555.5,567.0,2001145
2024-02-05,546.2999877929688,565.0,545.0,564.7000122070312,1576938
2024-02-06,549.7000122070312,554.9000244140625,545.0,554.9000244140625,1145839
2024-02-07,569.7000122070312,574.7999877929688,548.0,552.0,2785795
2024-02-08,563.7000122070312,578.7999877929688,561.0,572.0,2214893
2024-02-09,569.5,577.4500122070312,554.0,569.0,1327795
2024-02-12,561.8499755859375,584.9500122070312,556.0,575.0,1542575
2024-02-13,562.0999755859375,568.0,533.75,565.0,1671207
2024-02-14,563.9000244140625,570.0,537.0,552.0,1268142
2024-02-15,561.8499755859375,569.0,558.7999877929688,568.0,658997
2024-02-16,563.75,566.9000244140625,555.0,562.0,1015079
2024-02-19,567.6500244140625,576.4000244140625,563.75,572.0,974361
