Price,Close,High,Low,Open,Volume
Ticker,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS
Date,,,,,
2023-06-26,2606.649169921875,2644.398073953204,2599.7632810148034,2625.5732094327427,243751
2023-06-27,2597.187255859375,2631.71587357445,2592.8276686438594,2611.7021196697415,362724
2023-06-28,2574.6962890625,2610.067410161575,2566.126119050326,2601.9923894018684,770303
2023-06-30,2573.160888671875,2621.5108729139233,2561.469608787688,2578.1148003270205,722273
2023-07-03,2547.747314453125,2589.459349600083,2546.3107283735285,2575.2415256252516,473016
2023-07-04,2546.75634765625,2564.1446256245986,2535.0157223832484,2547.747129969088,438598
2023-07-05,2584.802490234375,2602.388875992176,2551.2644127514423,2551.2644127514423,543932
2023-07-06,2624.58251953125,2634.1434727236206,2590.895918676564,2595.849830566959,326780
2023-07-07,2588.864501953125,2637.4624210113334,2582.325484059947,2630.526945073287,310425
2023-07-10,2571.92236328125,2596.5927461123815,2557.258736674661,2587.8738133822303,280989
2023-07-11,2614.526123046875,2663.222979202922,2562.163178652811,2572.021414740194,633719
2023-07-12,2598.27685546875,2603.4784622659035,2527.9809034166838,2555.277002701692,812161
2023-07-13,2594.066162109375,2630.5269990237916,2584.257514123336,2598.2769868724076,325809
2023-07-14,2599.3173828125,2604.073186264871,2571.0800870586763,2593.768905136366,297136
2023-07-17,2615.269287109375,2624.5825447968805,2576.0342078036574,2576.0342078036574,231762
2023-07-18,2633.5986328125,2641.6734121215936,2599.3670546121207,2615.269159535707,371797
2023-07-19,2661.191650390625,2666.8886485729886,2618.9348823679584,2641.9209831778885,401289
2023-07-20,2651.927978515625,2671.0994707244154,2642.812587920522,2671.0994707244154,213260
2023-07-21,2638.25537109375,2660.2506915621398,2628.1987847978407,2638.453479191798,211117
2023-07-24,2627.158447265625,2640.4348333488933,2611.850667196143,2630.6261853206797,255346
2023-07-25,2583.36572265625,2623.591581576998,2563.946534331576,2623.591581576998,218299
2023-07-26,2593.8681640625,2605.509856548266,2569.1481930771524,2587.8738825322107,149847
2023-07-27,2589.6396484375,2615.110795452963,2582.9734456914493,2599.8380180067957,141783
2023-07-28,2602.673828125,2615.160418330418,2574.1181982481785,2581.9287542645393,336411
2023-07-31,2601.778076171875,2613.618279925069,2577.152745443692,2602.673688490321,221454
2023-08-01,2621.5283203125,2627.498097764444,2588.9432850539724,2601.828006138912,182792
2023-08-02,2613.518798828125,2630.6321121341575,2595.7090600739316,2626.6024638050526,182882
2023-08-03,2571.4814453125,2623.2693094212764,2557.104280938676,2613.717569047419,206189
2023-08-04,2596.654052734375,2605.459328068695,2571.5312411760783,2577.003536763034,176758
2023-08-07,2597.4501953125,2610.384712770527,2586.903491605457,2596.654176425219,132591
2023-08-08,2610.583740234375,2614.7625358876385,2581.7298157515966,2597.8979630910844,294364
2023-08-09,2590.4853515625,2611.7774592084693,2582.028167408873,2606.7030515519527,244304
2023-08-10,2507.406005859375,2605.807735753459,2497.904061944464,2605.807735753459,747380
2023-08-11,2531.832275390625,2539.145349953938,2504.3216480540996,2537.2052208588348,394433
2023-08-14,2524.61865234375,2532.1804672097787,2497.95384214543,2532.0808737598886,149281
2023-08-16,2526.857421875,2544.567810007465,2502.3316836508784,2522.2309415725554,213059
