Price,Close,High,Low,Open,Volume
Ticker,BERGEPAINT.NS,BERGEPAINT.NS,BERGEPAINT.NS,BERGEPAINT.NS,BERGEPAINT.NS
Date,,,,,
2023-06-26,560.578125,565.09086251713,555.8583388888171,560.5367031518049,733396
2023-06-27,561.861572265625,566.1673827667681,556.9762197330314,563.0622601202355,600549
2023-06-28,559.0462646484375,565.5463414107579,557.6800107246132,564.7182682983691,500878
2023-06-30,561.4889526367188,568.113234440355,558.1768420583637,559.046276391788,721766
2023-07-03,558.9220581054688,565.0908813459542,553.9538620334201,562.9793980153336,570612
2023-07-04,555.1544799804688,563.0622323617442,553.9952746808622,563.0622323617442,328969
2023-07-05,560.578125,561.4061374354438,554.7818560111251,555.1544707041132,514164
2023-07-06,563.55908203125,564.6769261885393,558.756451887167,560.5781642784787,403686
2023-07-07,557.1417846679688,571.3425657571398,555.3615547856621,563.8902714211772,1303683
2023-07-10,552.0079956054688,558.9220481334037,549.5238976137647,555.6927207441885,577732
2023-07-11,554.9060668945312,562.2341559356788,544.9696749743312,553.9538495511532,1285310
2023-07-12,554.1195068359375,555.941158572723,546.7085736890947,554.7818925691722,974340
2023-07-13,547.74365234375,560.5781799083394,546.9156398272028,559.5845406297113,475244
2023-07-14,553.2086181640625,556.3965236780003,542.1543821926657,556.3965236780003,671106
2023-07-17,557.307373046875,565.5463180999222,553.374238189382,554.6576483609125,728612
2023-07-18,562.2755737304688,566.1673474201295,554.9060628938114,557.3901608559518,713450
2023-07-19,566.0017700195312,567.2023972569326,558.5494754833952,564.6355160212396,658479
2023-07-20,566.7883911132812,569.5622601670339,562.151387877878,566.0017398496443,476791
2023-07-21,572.2947998046875,575.8553809667659,560.9093700090743,564.3043244098916,820326
2023-07-24,567.90625,575.0687126707538,566.208742526275,573.7438805605887,773940
2023-07-25,559.37744140625,573.2056069983778,552.0907742378741,563.7660347054467,738764
2023-07-26,557.6799926757812,561.9443810611034,555.7754973552342,559.5016442996157,367213
2023-07-27,558.1354370117188,562.2756208445068,554.2850848477735,556.4379901443318,397411
2023-07-28,562.7723999023438,563.8902439983758,553.2914056870236,556.0239134773241,407592
2023-07-31,565.0494995117188,566.9953560199141,559.7914719784782,563.6004019456655,504224
2023-08-01,581.6101684570312,582.9350612543138,561.0335753632835,565.4221690412912,2377818
2023-08-02,589.2694702148438,593.9478345878281,576.4763654547965,586.2471307516831,2176923
2023-08-03,578.3807983398438,598.253582370383,575.9795440341029,596.1835209161765,2070598
2023-08-04,583.4732055664062,587.0751477109488,575.4827306655432,580.4095048774943,801008
2023-08-07,585.294921875,586.1643561916759,577.9668326344464,586.1643561916759,766197
2023-08-08,587.3235473632812,589.5178743504415,580.1196631987012,587.0751375645026,790951
2023-08-09,578.4636840820312,597.2599865791268,568.6514962537794,594.5274785763224,3194878
2023-08-10,573.9508666992188,582.9350417207276,564.2628840975007,582.9350417207276,3653923
2023-08-11,580.2025146484375,582.1069493665701,573.8680646949468,578.0081876319585,1344957
2023-08-14,579.0846557617188,581.4859100227707,567.1609855653028,580.4509096383914,764852
2023-08-16,578.091064453125,582.9350558715727,571.0527458924713,575.6069662898185,575532
2023-08-17,583.804443359375,585.4191070358949,574.7374857912254,575.56549823021,743722
2023-08-18,583.9700317382812,587.7376006762064,578.0496182474777,584.5910562529433,907674
2023-08-21,584.4254760742188,585.3776934247965,578.7948337278913,583.3076319747443,402795
2023-08-22,584.30126953125,586.2885479247276,580.1610859958638,584.4668356327574,889347
2023-08-23,581.94140625,596.1007655288668,579.7885009978049,584.4668655731333,1133928
2023-08-24,590.6771240234375,592.0020168144096,582.6038049565965,586.2471691613777,941318
2023-08-25,583.2247924804688,592.0019792375538,579.622850356201,592.0019792375538,769848
2023-08-28,587.0751342773438,588.5242318600542,579.2088644580147,585.998712037638,1123514
2023-08-29,596.55615234375,600.2408776037549,586.2471453388507,587.0751578143654,1160520
2023-08-30,592.5816040039062,601.0689594267586,591.2981330983932,599.4542956556309,709095
2023-08-31,595.0242919921875,597.839643669655,589.1038782636525,595.3555455112588,1277606
2023-09-01,596.059326171875,597.0115435405879,589.1866346952394,595.8936994198239,738408
2023-09-04,586.08154296875,596.059357527953,577.6770310194852,596.059357527953,2183314
2023-09-05,587.44775390625,591.0496959986176,581.4859187188829,586.2471267577687,788498
2023-09-06,592.6643676757812,593.6994287365003,579.6642748772483,585.7503150463045,1006464
2023-09-07,589.0624389648438,593.9892739310221,586.2885698680778,588.4414144436386,1191591
2023-09-08,593.6166381835938,595.9351094316298,586.6611637925618,591.6293597861561,578204
2023-09-11,597.632568359375,600.3237150086961,592.291757557423,594.5274458001006,623572
